px_GeV,py_GeV,pz_GeV,p_mag_GeV,KE_GeV,E_GeV
0.0,0.0,0.20865744624141186,0.20865744624141186,0.11146329415037295,0.25103329415037295
0.0,0.0,0.1723270667736522,0.1723270667736522,0.08218753164844433,0.22175753164844433
0.0,0.0,0.2504235876362905,0.2504235876362905,0.1471210499904573,0.2866910499904573
0.0,0.0,0.18418986815712504,0.18418986815712504,0.09152671661825729,0.2310967166182573
0.0,0.0,0.1853232815710374,0.1853232815710374,0.0924310853256036,0.2320010853256036
0.0,0.0,0.14196469514650395,0.14196469514650395,0.05951229345685116,0.19908229345685116
0.0,0.0,0.20947037163936,0.20947037163936,0.11213939890026273,0.2517093989002627
0.0,0.0,0.2960801337024189,0.2960801337024189,0.18775740562507484,0.32732740562507484
0.0,0.0,0.22953148174082222,0.22953148174082222,0.129064484030136,0.268634484030136
0.0,0.0,0.4103501312507939,0.4103501312507939,0.2938662872643958,0.43343628726439576
0.0,0.0,0.27900111541490863,0.27900111541490863,0.17239379165339555,0.31196379165339555
0.0,0.0,0.23621362651243855,0.23621362651243855,0.1347959276407291,0.2743659276407291
0.0,0.0,0.49874967842052803,0.49874967842052803,0.3783402495844045,0.5179102495844045
0.0,0.0,0.21870656335683955,0.21870656335683955,0.1198762290251282,0.2594462290251282
0.0,0.0,0.2870868682183175,0.2870868682183175,0.17964568696322178,0.3192156869632218
0.0,0.0,0.2093483526831479,0.2093483526831479,0.11203786488332926,0.25160786488332926
0.0,0.0,0.1397365023041559,0.1397365023041559,0.05792955690127352,0.19749955690127352
0.0,0.0,0.22246207401094195,0.22246207401094195,0.1230497998499919,0.2626197998499919
0.0,0.0,0.24432517137803644,0.24432517137803644,0.14180976876262244,0.28137976876262244
0.0,0.0,0.244205235257347,0.244205235257347,0.1417056331911746,0.2812756331911746
0.0,0.0,0.22076132252663835,0.22076132252663835,0.12161067773805637,0.26118067773805637
0.0,0.0,0.29767856299257084,0.29767856299257084,0.1892039523826697,0.3287739523826697
0.0,0.0,0.21528466753525313,0.21528466753525313,0.11699826182473247,0.25656826182473247
0.0,0.0,0.22727366577086933,0.22727366577086933,0.12713790024468494,0.26670790024468494
0.0,0.0,0.321830867516655,0.321830867516655,0.21122180746779526,0.35079180746779526
0.0,0.0,0.1997627430573489,0.1997627430573489,0.10412025096174118,0.24369025096174118
0.0,0.0,0.23246633172199363,0.23246633172199363,0.13157641853485727,0.27114641853485727
0.0,0.0,0.2309100069530335,0.2309100069530335,0.13024329880317234,0.26981329880317234
0.0,0.0,0.2012250046286945,0.2012250046286945,0.10532035789066527,0.24489035789066527
0.0,0.0,0.18719544194102872,0.18719544194102872,0.09392928989934221,0.2334992898993422
